session,user_id,sku_id,time,price,discount,purchase
8620,35F9D0541420AF47,2003759,1203,409,0,1
8620,35F9D0541420AF47,2003759,1203,409,0,1
8620,35F9D0541420AF47,2003759,1203,409,0,1
8619,35F9D0541420AF47,2003759,60,409,0,0
8691,362A5D55D3DBA025,2003759,207,9,1,1
8712,364536BAA2693283,2003759,1108,13,1,1
8714,364536BAA2693283,2003759,1824,9,1,0
8713,364536BAA2693283,2003759,60,9.3,1,0
8747,365BDE8B1D544E93,2003759,2314,8.371428571,1,1
8745,365BDE8B1D544E93,2003759,60,9.3,0,0
8790,3686714C1A3416CA,2003759,2312,409,0,0
8863,36E9802A21AEB46A,2003759,58,409,0,0
8882,36ED643CE0914FF8,2003759,60,8,0,0
9042,37E4A660430B4056,2003759,61,409,0,0
9041,37E4A660430B4056,2003759,61,409,0,0
9099,387DD19C4D666C2E,2003759,68,19,0,1
9148,38CEA02768E8DF15,2003759,361,409,0,1
9149,38CEA02768E8DF15,2003759,735,409,0,1
9149,38CEA02768E8DF15,2003759,735,409,0,1
9149,38CEA02768E8DF15,2003759,735,409,0,1
9149,38CEA02768E8DF15,2003759,735,409,0,1
9147,38CEA02768E8DF15,2003759,60,409,0,0
9263,3A202EA9A4B586AC,2003759,60,9.3,1,1
9296,3AB1658B5B7FC27D,2003759,60,409,0,0
9345,3B3034D39906C75D,2003759,121,409,0,0
9466,3BFC4E719A3E1933,2003759,60,8,0,0
9465,3BFC4E719A3E1933,2003759,64,9.3,1,0
9492,3C2B2AB87A71E400,2003759,60,8,0,0
9491,3C2B2AB87A71E400,2003759,60,9,1,0
9520,3C585D470482B2C0,2003759,418,409,0,1
9569,3C675CB3F8C84371,2003759,1071,8,0,1
9569,3C675CB3F8C84371,2003759,1071,8,0,1
9579,3C675CB3F8C84371,2003759,70,9,1,1
9580,3C675CB3F8C84371,2003759,180,9,1,1
9582,3C675CB3F8C84371,2003759,82,19,0,0
9581,3C675CB3F8C84371,2003759,305,9.5,1,0
9578,3C675CB3F8C84371,2003759,120,8,0,0
9576,3C675CB3F8C84371,2003759,60,19,0,0
9570,3C675CB3F8C84371,2003759,487,19,0,0
9554,3C675CB3F8C84371,2003759,128,19,0,0
9550,3C675CB3F8C84371,2003759,69,14,1,0
9627,3C790FE76008D6F1,2003759,60,9,1,0
9625,3C790FE76008D6F1,2003759,60,9.3,1,0
9671,3D0F246A9819661B,2003759,60,8,0,1
9670,3D0F246A9819661B,2003759,60,9.3,1,0
9669,3D0F246A9819661B,2003759,60,8,0,0
9766,3DC9F2F0BF1D7DD7,2003759,60,409,0,0
9795,3DD45C310D8DF2C2,2003759,60,19,0,0
9777,3DD45C310D8DF2C2,2003759,60,409,0,0
9817,3DE14E4967563400,2003759,60,9,1,0
9855,3E2DC2CEA398CD21,2003759,60,8,0,0
9893,3E8ADCF6F285FF6C,2003759,60,19,0,0
9985,3F18A417B1B5D838,2003759,60,9.3,1,1
9984,3F18A417B1B5D838,2003759,60,8,0,0
9981,3F18A417B1B5D838,2003759,60,8,0,0
10018,3F2C724116E20384,2003759,195,19,0,0
10016,3F2C724116E20384,2003759,60,8,0,0
10013,3F2C724116E20384,2003759,60,19,0,0
10049,3F3B805D810003EC,2003759,71,9,1,1
10047,3F3B805D810003EC,2003759,175,9.3,1,0
10073,3F4A5EE53A6D0D58,2003759,60,9,1,0
10072,3F4A5EE53A6D0D58,2003759,2,8,0,0
10119,3FAF02F7830CECFA,2003759,69,409,0,1
10266,4143FA03595E11CA,2003759,58,409,0,0
10265,4143FA03595E11CA,2003759,60,409,0,0
10327,41A2D3C013100AA5,2003759,96,19,0,0
10317,41A2D3C013100AA5,2003759,2,409,0,0
10420,4238865DC50DD9F1,2003759,229,9.3,0,0
10443,424FEEE9D5DC19A9,2003759,247,9.5,1,0
10442,424FEEE9D5DC19A9,2003759,60,9,1,0
10439,424FEEE9D5DC19A9,2003759,60,8,0,0
10475,4283BE19B479B161,2003759,66,9.3,1,1
10495,429901A0ED0E6BE4,2003759,60,19,0,1
10496,429901A0ED0E6BE4,2003759,228,19,0,0
10557,42D5AFA9D0B50150,2003759,1,409,0,0
10569,42DBF519BE973E0A,2003759,120,19,0,0
10567,42DBF519BE973E0A,2003759,60,19,0,0
10611,431889291A9A5EEE,2003759,60,19,0,1
10755,43F6AA9241E2C5D5,2003759,1,409,0,0
10784,4407176BCAC75F5E,2003759,1058,9,1,1
10783,4407176BCAC75F5E,2003759,616,9.3,0,0
10821,4410D999B27F61FA,2003759,60,9.3,1,0
10812,4410D999B27F61FA,2003759,35,19,0,0
10798,4410D999B27F61FA,2003759,60,409,0,0
10832,443A68565A1573D6,2003759,1658,19,0,0
10855,443F4CA75D9E3882,2003759,120,409,0,0
10965,44C66E0F46464C91,2003759,60,9,1,1
11055,456E5B16EAC0AA26,2003759,60,409,0,0
11101,45DF5A9E31D5CB74,2003759,62,19,0,0
11099,45DF5A9E31D5CB74,2003759,184,7,1,0
11100,45DF5A9E31D5CB74,2003759,60,9,1,0
11222,462AC8D5521CF68A,2003759,297,8.866666667,1,0
11252,4685AA6DD5791D6B,2003759,81,9.3,1,1
11265,469C3A6F6AADAC8E,2003759,120,9.3,1,1
11290,46F0C050038E6287,2003759,109,13,1,0
11295,46F0C050038E6287,2003759,60,1.1,1,0
11284,46F0C050038E6287,2003759,60,409,0,0
11331,475541B4296E1957,2003759,86,9.3,1,1
11366,479356C4337EFD22,2003759,21,409,0,0
11424,47ECD9822FF91B3E,2003759,203,9.5,1,1
11433,47FDF69E02273AD1,2003759,155,13,1,1
11487,48AD228A78BC32F9,2003759,60,409,0,0
11486,48AD228A78BC32F9,2003759,60,409,0,0
11511,48BD745F75EA369B,2003759,0,409,0,0
11644,498F0E43A92A9D05,2003759,65,9.5,1,0
11641,498F0E43A92A9D05,2003759,60,8,0,0
11754,4A35A76009D98FEA,2003759,773,9,1,0
11803,4A7177DA677F1BFB,2003759,60,409,0,0
11806,4A7177DA677F1BFB,2003759,538,409,0,0
11861,4AB9645C27F8768E,2003759,60,409,0,0
11903,4AFB1E6F238441AA,2003759,60,409,0,0
11940,4B0E1BE9F27F4310,2003759,60,1.1,1,0
11939,4B0E1BE9F27F4310,2003759,167,9,1,0
11934,4B0E1BE9F27F4310,2003759,60,19,0,0
11972,4B1F925BF3AD35C8,2003759,32,9.3,1,1
11976,4B1F925BF3AD35C8,2003759,68,11,1,0
11974,4B1F925BF3AD35C8,2003759,60,8,0,0
11973,4B1F925BF3AD35C8,2003759,454,8,0,0
12001,4B47C50CBD4A1B99,2003759,192,9.3,1,0
12047,4B65D1D8B73FD5FC,2003759,191,9.3,0,1
12054,4B65D1D8B73FD5FC,2003759,13560,10.57142857,1,1
12052,4B65D1D8B73FD5FC,2003759,60,9,1,0
12053,4B65D1D8B73FD5FC,2003759,120,9,1,0
12051,4B65D1D8B73FD5FC,2003759,60,8,0,0
12046,4B65D1D8B73FD5FC,2003759,60,19,0,0
12044,4B65D1D8B73FD5FC,2003759,60,19,0,0
12151,4BFFAF8D7D16D60C,2003759,180,15.33333333,0,1
12159,4BFFAF8D7D16D60C,2003759,339,9.5,1,1
12302,4CC4D095321DCFEB,2003759,68,9,1,1
12308,4CCDFDC5B421D7A7,2003759,961,409,0,0
12307,4CCDFDC5B421D7A7,2003759,3,409,0,0
12318,4CD872DCD633F70C,2003759,62,19,0,1
12318,4CD872DCD633F70C,2003759,62,19,0,1
12339,4CFEFC9C5F67EA6A,2003759,60,11.5,1,1
12423,4D1F09925AD29DCC,2003759,545,19,0,0
12417,4D1F09925AD29DCC,2003759,85,19,0,0
12380,4D1F09925AD29DCC,2003759,60,19,0,0
12467,4D8BD8FCC15A4287,2003759,136,13,1,1
12514,4DC7AEC25098356C,2003759,1,409,0,0
12534,4DCA3175AB9B7CC6,2003759,480,409,0,1
12587,4E13A66267F653A9,2003759,63,9.3,1,1
12588,4E13A66267F653A9,2003759,71,19,0,0
12636,4E34D5CCC7CF1E38,2003759,2236,9.5,1,1
12733,4EC77F2284FDB1A2,2003759,78,409,0,0
12757,4ED880C163255469,2003759,60,409,0,0
12764,4EF794ECBFBDF14B,2003759,109,9.3,1,0
12846,4F8BDE0953E49512,2003759,237,409,0,0
12850,4F8FD39138212C38,2003759,60,9.3,1,0
12897,4FDBB1C469BFCF2C,2003759,64,9,1,1
12889,4FDBB1C469BFCF2C,2003759,22,19,0,0
13131,51F69720DEDF76A0,2003759,3268,8,0,1
13131,51F69720DEDF76A0,2003759,3268,8,0,1
13135,51F69720DEDF76A0,2003759,64,9.3,1,1
13136,51F69720DEDF76A0,2003759,60,8,0,1
13139,51F69720DEDF76A0,2003759,258,9.333333333,1,0
13138,51F69720DEDF76A0,2003759,60,9,1,0
13137,51F69720DEDF76A0,2003759,120,11,1,0
13132,51F69720DEDF76A0,2003759,204,19,0,0
13133,51F69720DEDF76A0,2003759,60,9.3,1,0
13134,51F69720DEDF76A0,2003759,64,9,1,0
13220,524C74169F224EB6,2003759,120,9,1,0
13233,5266B396E4A7A274,2003759,60,19,0,0
13340,52E3E465F1A0122E,2003759,9739,9.5,1,1
13316,52E3E465F1A0122E,2003759,4039,409,0,1
13338,52E3E465F1A0122E,2003759,60,9,1,0
13339,52E3E465F1A0122E,2003759,60,9,1,0
13336,52E3E465F1A0122E,2003759,93,9.3,0,0
13333,52E3E465F1A0122E,2003759,60,19,0,0
13337,52E3E465F1A0122E,2003759,60,8,0,0
13323,52E3E465F1A0122E,2003759,258,19,0,0
13320,52E3E465F1A0122E,2003759,300,409,0,0
13504,543DB0A249235C91,2003759,60,409,0,0
13533,5464B4F7718A772C,2003759,60,9.5,1,0
13540,5465BE6DCD819FE8,2003759,60,19,0,0
13625,54C91C46D155EE98,2003759,449,9.5,1,1
13686,555FF64C2B0E9AA1,2003759,55,9.3,1,0
13726,558A6FBE8B10F5DA,2003759,72,9.3,1,0
13747,55C516AF1BD82E50,2003759,120,409,0,1
13747,55C516AF1BD82E50,2003759,120,409,0,1
13756,55C516AF1BD82E50,2003759,69,19,0,1
13767,55CC70DCA17285A4,2003759,60,8,0,0
13766,55CC70DCA17285A4,2003759,60,19,0,0
13777,55D7695A4A64CC74,2003759,185,409,0,1
13781,55D7695A4A64CC74,2003759,8,409,0,0
13776,55D7695A4A64CC74,2003759,60,409,0,0
13808,55E61599F06222F8,2003759,142,9,1,1
13833,55F41E2290DD95EA,2003759,237,409,0,0
13984,56E43178C6E9C3FE,2003759,30,409,0,1
13987,56E43178C6E9C3FE,2003759,80,9.5,1,0
14066,57B0DF63894068A0,2003759,236,409,0,1
14066,57B0DF63894068A0,2003759,236,409,0,1
14066,57B0DF63894068A0,2003759,236,409,0,1
14085,57B0DF63894068A0,2003759,370,19,0,0
14096,57B6D35C75F784CA,2003759,120,9.5,1,1
14117,57D8C2C3FAC298B6,2003759,0,409,0,0
14115,57D8C2C3FAC298B6,2003759,0,409,0,0
14166,582344F8E231D2D3,2003759,60,19,0,0
14219,58A50ED0A7442F4E,2003759,615,9.3,1,0
14217,58A50ED0A7442F4E,2003759,79,19,0,0
14251,58A55EF00398DD7E,2003759,78,8,0,1
14244,58A55EF00398DD7E,2003759,60,13,1,1
14249,58A55EF00398DD7E,2003759,60,9.3,1,0
14339,5924B5305BC0F543,2003759,60,409,0,0
14342,593BC8F4E092ABBF,2003759,60,409,0,0
14475,59E5F56A7F90E286,2003759,85,19,0,0
14498,5A11F8690DE01EE7,2003759,73,409,0,1
14504,5A11F8690DE01EE7,2003759,160,9,1,1
14579,5A15EB2DBF077630,2003759,2388,8,0,1
14579,5A15EB2DBF077630,2003759,2388,8,0,1
14584,5A15EB2DBF077630,2003759,240,9,1,1
14562,5A15EB2DBF077630,2003759,9,409,0,0
14559,5A15EB2DBF077630,2003759,60,409,0,0
14603,5A201304517B99DE,2003759,47,19,0,0
14656,5A6674BDC8A90FA9,2003759,60,9.3,1,0
14676,5A8B32ED962FA97E,2003759,131,9.3,1,0
14694,5A9E8149E67D5111,2003759,179,409,0,0
14759,5AFF2C52C53B3154,2003759,60,9.3,1,1
14778,5B274C179F2822CB,2003759,40,409,0,0
14822,5B6BF100853663C1,2003759,39,13,1,0
14832,5B80BC9C1E62CF92,2003759,63,19,0,0
14925,5BD588A1BE70FB09,2003759,76,9,1,1
14941,5BE75F734B17BA70,2003759,58,409,0,0
14949,5C21C297F1972825,2003759,60,409,0,0
15026,5CD4775E9B0F9F13,2003759,120,19,0,1
15025,5CD4775E9B0F9F13,2003759,3003,9.3,1,0
15034,5CD87938FA367C2A,2003759,60,9.3,1,0
15083,5D74B0E15C116725,2003759,60,8,0,1
15085,5D74B0E15C116725,2003759,64,9,1,1
15085,5D74B0E15C116725,2003759,64,9,1,1
15084,5D74B0E15C116725,2003759,60,9.3,0,0
15127,5DA96A9E5EC20369,2003759,8,409,0,0
15138,5DACF77B3B3100B3,2003759,1,409,0,0
15165,5DF36AC6B69673BF,2003759,65,19,0,1
15164,5DF36AC6B69673BF,2003759,60,9,1,0
15185,5DFEEF8A53EE166E,2003759,79,409,0,0
15220,5E07C8771D112B05,2003759,198,19,0,1
15217,5E07C8771D112B05,2003759,120,9.3,1,0
15239,5E3A17C0BCB0AF48,2003759,1317,9,1,0
15346,5F15746DB3A922B5,2003759,64,19,0,1
15344,5F15746DB3A922B5,2003759,60,9.3,1,0
15370,5F79880934DC3807,2003759,60,409,0,0
15382,5F840A20FBDA4462,2003759,1937,11,1,0
15416,5FD9AC215BE0BBCF,2003759,8643,409,0,1
15415,5FD9AC215BE0BBCF,2003759,119,409,0,0
15524,6014028804C55B6C,2003759,1870,17.94444444,1,0
15530,60147FE00620E2EB,2003759,0,409,0,0
15547,6022ABB45CFFD51A,2003759,212,13,1,1
15633,60C870AF35E0FF74,2003759,0,409,0,0
15632,60C870AF35E0FF74,2003759,0,409,0,0
15630,60C870AF35E0FF74,2003759,2,409,0,0
15640,60C9E1C4653D5874,2003759,30,9.3,1,0
15639,60C9E1C4653D5874,2003759,103,9,1,0
15714,619441B97EEEC753,2003759,226,9.5,1,1
15732,61EAABB91D3D1535,2003759,718,409,0,1
15732,61EAABB91D3D1535,2003759,718,409,0,1
15733,61EAABB91D3D1535,2003759,1915,409,0,1
15746,61EAABB91D3D1535,2003759,60,19,0,0
15744,61EAABB91D3D1535,2003759,3059,8,0,0
15736,61EAABB91D3D1535,2003759,455,19,0,0
