user_id,session,date,total_clicks,item_clicks,multi_channel,avg_time_in_one_click,total_time_in_a_session,avg_price,purchase,num_transaction,discount,purchase_discount,new,weekday,weekend,year,week,month
428DFDD47C3D7391,10487,14-Nov-16,2,2,0,121.5,243,65.6,1,1,1,0,0,2,0,2016,47,11
428DFDD47C3D7391,10488,12-Nov-16,1,1,0,60,60,44.3,0,0,1,0,0,7,1,2016,46,11
428DFDD47C3D7391,10489,7-Nov-16,3,3,0,41.33333333,124,86.9,0,0,0,0,0,2,0,2016,46,11
428DFDD47C3D7391,10490,4-Nov-16,1,1,0,60,60,86.9,0,0,0,0,0,6,0,2016,45,11
428DFDD47C3D7391,10491,1-Nov-16,4,4,0,225.5,902,28.96666667,0,0,0,0,0,3,0,2016,45,11
428DFDD47C3D7391,10492,18-Jun-15,1,1,0,60,60,83.9,0,0,1,0,0,5,0,2015,25,6
429901A0ED0E6BE4,10493,25-Sep-16,4,4,0,134.25,537,12.63333333,0,0,0,0,0,1,1,2016,40,9
429901A0ED0E6BE4,10494,20-Nov-15,1,1,0,1000,1000,38,0,0,1,0,0,6,0,2015,47,11
429901A0ED0E6BE4,10495,18-Nov-15,1,1,0,60,60,19,1,1,0,0,0,4,0,2015,47,11
429901A0ED0E6BE4,10496,17-Nov-15,1,1,0,228,228,19,0,0,0,0,0,3,0,2015,47,11
429901A0ED0E6BE4,10497,10-Nov-15,1,1,0,1604,1604,0.25,0,0,0,0,0,3,0,2015,46,11
429C954C01CAE1A0,10498,29-Dec-16,1,1,0,60,60,,0,0,0,0,0,5,0,2016,53,12
429C954C01CAE1A0,10499,1-Dec-16,5,5,0,72.4,362,74.124,0,0,1,0,0,5,0,2016,49,12
429C954C01CAE1A0,10500,6-Sep-16,1,1,0,60,60,40,0,0,1,0,0,3,0,2016,37,9
429C954C01CAE1A0,10501,22-Aug-16,6,6,0,62.33333333,374,57.825,0,0,1,0,0,2,0,2016,35,8
429C954C01CAE1A0,10502,17-Aug-16,3,3,0,260.3333333,781,40.42333333,1,1,1,1,0,4,0,2016,34,8
429C954C01CAE1A0,10503,15-Aug-16,1,1,0,60,60,49.9,0,0,1,0,0,2,0,2016,34,8
429C954C01CAE1A0,10504,22-Mar-16,1,1,0,60,60,33.29,0,0,1,0,0,3,0,2016,13,3
429C954C01CAE1A0,10505,1-Mar-16,11,11,0,29.27272727,322,43.856,0,0,1,0,0,3,0,2016,10,3
429C954C01CAE1A0,10506,24-Jan-16,1,1,0,60,60,8,0,0,0,0,0,1,1,2016,5,1
429C954C01CAE1A0,10507,13-Jan-16,10,10,0,35.7,357,40.43,0,0,1,0,0,4,0,2016,3,1
429C954C01CAE1A0,10508,30-Aug-15,1,1,0,60,60,45.9,0,0,1,0,0,1,1,2015,36,8
429C954C01CAE1A0,10509,19-Aug-15,1,1,0,60,60,102,0,0,1,0,0,4,0,2015,34,8
429C954C01CAE1A0,10510,6-Aug-15,3,3,0,36.33333333,109,45.23333333,0,0,1,0,0,5,0,2015,32,8
429C954C01CAE1A0,10511,1-Aug-15,3,3,0,107.6666667,323,57.26666667,0,0,0,0,0,7,1,2015,31,8
429C954C01CAE1A0,10512,25-Jul-15,27,27,0,100.0740741,2702,60.556,0,0,1,0,0,7,1,2015,30,7
429C954C01CAE1A0,10513,19-May-15,12,12,0,216.4166667,2597,45.77909091,1,1,1,1,1,3,0,2015,21,5
429C954C01CAE1A0,10514,5-May-15,1,1,0,120,120,,0,0,0,0,1,3,0,2015,19,5
429FE7CE4BD514ED,10515,29-Apr-16,2,2,0,106,212,39,0,0,0,0,0,6,0,2016,18,4
429FE7CE4BD514ED,10516,17-Feb-16,1,1,0,84,84,38,1,1,1,1,0,4,0,2016,8,2
429FE7CE4BD514ED,10517,19-Jun-15,16,16,0,345.8125,5533,44.84285714,1,2,1,1,0,6,0,2015,25,6
429FE7CE4BD514ED,10518,28-Jan-15,31,31,0,458.1612903,14203,56.76071429,1,2,1,1,0,4,0,2015,5,1
42A69D1497999F07,10519,18-Sep-16,8,8,0,197,1576,43.78,0,0,1,0,0,1,1,2016,39,9
42A69D1497999F07,10520,24-Mar-15,1,1,0,125,125,39.9,0,0,1,0,0,3,0,2015,13,3
42A862EA392749CD,10521,25-Sep-16,2,2,0,59.5,119,247,0,0,1,0,0,1,1,2016,40,9
42A862EA392749CD,10522,20-Aug-16,1,1,0,120,120,65.9,0,0,0,0,0,7,1,2016,34,8
42A99575D2A65532,10523,15-Dec-16,1,1,0,61,61,99,0,0,0,0,0,5,0,2016,51,12
42A99575D2A65532,10524,29-Jul-16,1,1,0,60,60,,0,0,0,0,0,6,0,2016,31,7
42A99575D2A65532,10525,6-Dec-15,16,16,0,106.25,1700,116.2179487,1,2,1,1,0,1,1,2015,50,12
42A99575D2A65532,10526,21-Oct-15,1,1,0,79,79,109,0,0,1,0,0,4,0,2015,43,10
42A99575D2A65532,10527,20-Oct-15,2,2,0,36.5,73,,0,0,0,0,0,3,0,2015,43,10
42A99575D2A65532,10528,24-Aug-15,1,1,0,60,60,,0,0,0,0,0,2,0,2015,35,8
42A99575D2A65532,10529,7-Jul-15,1,1,0,60,60,88,0,0,1,0,0,3,0,2015,28,7
42A99575D2A65532,10530,22-Jun-15,2,2,0,63.5,127,88,0,0,1,0,0,2,0,2015,26,6
42A99575D2A65532,10531,13-Jun-15,2,2,0,77,154,88,0,0,1,0,1,7,1,2015,24,6
42A99575D2A65532,10532,11-Jun-15,5,5,0,21.4,107,124.5625,0,0,1,0,1,5,0,2015,24,6
42A99575D2A65532,10533,20-May-15,1,1,0,60,60,88,0,0,1,0,1,4,0,2015,21,5
42A99575D2A65532,10534,16-May-15,4,4,0,56.75,227,88,0,0,1,0,1,7,1,2015,20,5
42AA3800E8F31D60,10535,25-Apr-16,12,12,0,22.58333333,271,83.03416667,0,0,1,0,0,2,0,2016,18,4
42AA3800E8F31D60,10536,29-Oct-15,1,1,0,60,60,62,0,0,1,0,0,5,0,2015,44,10
42AA3800E8F31D60,10537,25-Oct-15,1,1,0,60,60,62,0,0,1,0,0,1,1,2015,44,10
42AFD2974BA06307,10538,10-Nov-16,1,1,0,60,60,47,0,0,1,0,0,5,0,2016,46,11
42AFD2974BA06307,10539,8-Nov-16,1,1,0,118,118,47.4,0,0,1,0,0,3,0,2016,46,11
42AFD2974BA06307,10540,7-Nov-16,1,1,0,60,60,47,0,0,1,0,0,2,0,2016,46,11
42AFD2974BA06307,10541,3-Nov-16,2,2,0,31,62,62,0,0,1,0,0,5,0,2016,45,11
42AFD2974BA06307,10542,1-Nov-16,3,3,0,318.3333333,955,44.33333333,1,1,1,1,0,3,0,2016,45,11
42AFD2974BA06307,10543,14-Oct-16,1,1,0,60,60,69,0,0,1,0,0,6,0,2016,42,10
42AFD2974BA06307,10544,26-Sep-16,1,1,0,60,60,47,0,0,1,0,0,2,0,2016,40,9
42AFD2974BA06307,10545,20-Sep-16,1,1,0,60,60,218,0,0,1,0,0,3,0,2016,39,9
42AFD2974BA06307,10546,16-Sep-16,1,1,0,60,60,47,0,0,1,0,0,6,0,2016,38,9
42AFD2974BA06307,10547,10-Sep-16,2,2,0,60,120,62.15,0,0,1,0,0,7,1,2016,37,9
42BD098866B4F2D7,10548,3-Nov-16,2,2,0,748.5,1497,120.25,1,1,0,0,0,5,0,2016,45,11
42BD098866B4F2D7,10549,13-Apr-16,8,8,0,61.5,492,86.13333333,0,0,1,0,0,4,0,2016,16,4
42C0D7A2C53F2706,10550,16-Dec-16,1,1,0,60,60,33.5,0,0,1,0,0,6,0,2016,51,12
42C0D7A2C53F2706,10551,11-Nov-16,1,1,0,60,60,6.9,0,0,1,0,0,6,0,2016,46,11
42C0D7A2C53F2706,10552,24-Sep-16,4,4,0,135.25,541,43.5,0,0,0,0,0,7,1,2016,39,9
42D5AFA9D0B50150,10553,10-Nov-16,1,1,0,60,60,24.8,0,0,1,0,0,5,0,2016,46,11
42D5AFA9D0B50150,10554,4-Nov-16,2,2,0,119.5,239,56.755,1,1,1,0,0,6,0,2016,45,11
42D5AFA9D0B50150,10555,1-Nov-16,12,12,0,99.91666667,1199,38.575,1,1,1,1,0,3,0,2016,45,11
42D5AFA9D0B50150,10556,16-Oct-16,1,1,0,60,60,38,0,0,1,0,0,1,1,2016,43,10
42D5AFA9D0B50150,10557,28-Sep-16,7,7,0,145.8571429,1021,41.68571429,1,1,1,0,0,4,0,2016,40,9
42DBF519BE973E0A,10558,16-Dec-16,3,3,0,119.6666667,359,48.6,0,0,0,0,0,6,0,2016,51,12
42DBF519BE973E0A,10559,1-Nov-16,3,3,0,41.33333333,124,25,0,0,1,0,0,3,0,2016,45,11
42DBF519BE973E0A,10560,25-Oct-16,1,1,0,60,60,38.5,0,0,0,0,0,3,0,2016,44,10
42DBF519BE973E0A,10561,12-Oct-16,1,1,0,60,60,21.83,0,0,0,0,0,4,0,2016,42,10
42DBF519BE973E0A,10562,5-Oct-16,4,4,0,135.25,541,65.3,0,0,1,0,0,4,0,2016,41,10
42DBF519BE973E0A,10563,29-Sep-16,1,1,0,60,60,,0,0,0,0,0,5,0,2016,40,9
42DBF519BE973E0A,10564,24-Sep-16,8,8,1,1580.75,12646,36.67142857,0,0,1,0,0,7,1,2016,39,9
42DBF519BE973E0A,10565,28-Aug-16,1,1,0,60,60,34.9,0,0,1,0,0,1,1,2016,36,8
42DBF519BE973E0A,10566,1-Aug-16,1,1,0,60,60,,0,0,0,0,0,2,0,2016,32,8
42DBF519BE973E0A,10567,22-Dec-15,1,1,0,60,60,19,0,0,0,0,0,3,0,2015,52,12
42DBF519BE973E0A,10568,24-Nov-15,1,1,0,1660,1660,40,1,1,0,0,0,3,0,2015,48,11
42DBF519BE973E0A,10569,16-Nov-15,1,1,0,120,120,19,0,0,0,0,0,2,0,2015,47,11
42DF3FC9BCA48EC2,10570,8-May-16,4,4,0,216.75,867,52.25,1,2,0,0,0,1,1,2016,20,5
42E61D631D6735A4,10571,31-Dec-16,1,1,0,355,355,86.9,1,1,0,0,0,7,1,2016,53,12
42EF871F252D5748,10572,20-Dec-16,1,1,0,120,120,69,0,0,1,0,0,3,0,2016,52,12
42EF871F252D5748,10573,17-Dec-16,2,2,0,2250.5,4501,34.5,0,0,1,0,0,7,1,2016,51,12
42EF871F252D5748,10574,14-Dec-16,3,3,0,780,2340,67.305,0,0,1,0,0,4,0,2016,51,12
42EF871F252D5748,10575,10-Dec-16,2,2,0,418,836,59,0,0,1,0,0,7,1,2016,50,12
42EF871F252D5748,10576,6-Dec-16,2,2,0,30.5,61,53.9,0,0,1,0,0,3,0,2016,50,12
42EF871F252D5748,10577,25-Nov-16,2,2,0,60.5,121,74,0,0,1,0,0,6,0,2016,48,11
42EF871F252D5748,10578,11-Nov-16,1,1,0,60,60,27.5,0,0,0,0,0,6,0,2016,46,11
42EF871F252D5748,10579,3-Nov-16,6,6,0,99.83333333,599,93.225,0,0,1,0,0,5,0,2016,45,11
42EF871F252D5748,10580,29-Oct-16,1,1,0,60,60,69,0,0,1,0,0,7,1,2016,44,10
42EF871F252D5748,10581,2-Oct-16,1,1,0,60,60,99,0,0,1,0,0,1,1,2016,41,10
42EF871F252D5748,10582,8-Sep-16,3,3,0,219.6666667,659,75.66666667,0,0,1,0,0,5,0,2016,37,9
42EF871F252D5748,10583,5-Apr-15,4,4,0,75.25,301,61.26666667,0,0,1,0,0,1,1,2015,15,4
42F78F5D130D9419,10584,11-Nov-16,1,1,0,60,60,65.9,1,1,0,0,1,6,0,2016,46,11
42F78F5D130D9419,10585,10-Nov-16,2,2,0,60,120,22.425,0,0,1,0,1,5,0,2016,46,11
42FBDB7337F3EBED,10586,18-Jun-16,1,1,0,60,60,223,0,0,1,0,0,7,1,2016,25,6
42FBDB7337F3EBED,10587,17-Jan-16,1,1,0,60,60,8,0,0,0,0,0,1,1,2016,4,1
42FBDB7337F3EBED,10588,15-Jan-16,1,1,0,60,60,129.9,0,0,1,0,0,6,0,2016,3,1
42FBDB7337F3EBED,10589,14-Jan-16,1,1,0,60,60,129.9,0,0,1,0,0,5,0,2016,3,1
42FBDB7337F3EBED,10590,6-Jan-16,1,1,0,60,60,129.9,0,0,1,0,0,4,0,2016,2,1
42FBDB7337F3EBED,10591,29-Dec-15,1,1,0,136,136,129.9,0,0,1,0,0,3,0,2015,53,12
42FBDB7337F3EBED,10592,8-Dec-15,4,4,0,108,432,103.2333333,0,0,1,0,0,3,0,2015,50,12
42FBDB7337F3EBED,10593,5-Dec-15,1,1,0,60,60,129.9,0,0,1,0,0,7,1,2015,49,12
42FBDB7337F3EBED,10594,21-Nov-15,1,1,0,60,60,49.9,0,0,1,0,0,7,1,2015,47,11
42FBDB7337F3EBED,10595,15-Nov-15,8,8,0,209.25,1674,76.47142857,0,0,1,0,0,1,1,2015,47,11
42FBDB7337F3EBED,10596,21-Mar-15,2,2,0,47.5,95,103.25,0,0,1,0,0,7,1,2015,12,3
42FBDB7337F3EBED,10597,7-Mar-15,1,1,0,60,60,118,0,0,0,0,0,7,1,2015,10,3
42FBDB7337F3EBED,10598,27-Feb-15,5,5,0,957,4785,68.725,1,1,1,1,1,6,0,2015,9,2
4302F70D97CCEBF9,10599,8-Jul-15,7,7,0,100.2857143,702,63.93333333,1,1,1,1,0,4,0,2015,28,7
4308A75D50B2EA5D,10600,3-Nov-16,2,2,0,90.5,181,61.145,1,1,1,1,0,5,0,2016,45,11
4308A75D50B2EA5D,10601,1-Nov-16,1,1,0,60,60,,0,0,0,0,0,3,0,2016,45,11
4308A75D50B2EA5D,10602,28-Aug-16,6,6,0,389.5,2337,38.18,1,2,1,1,0,1,1,2016,36,8
430FB3DF5707A610,10603,30-Dec-16,3,3,0,79,237,51.33333333,0,0,1,0,0,6,0,2016,53,12
430FB3DF5707A610,10604,18-Nov-16,1,1,0,120,120,119,0,0,1,0,0,6,0,2016,47,11
430FB3DF5707A610,10605,11-Nov-16,1,1,0,488,488,119,0,0,1,0,0,6,0,2016,46,11
430FB3DF5707A610,10606,6-Nov-16,1,1,0,7084,7084,119,0,0,1,0,0,1,1,2016,46,11
431889291A9A5EEE,10607,22-Sep-16,1,1,0,60,60,88,0,0,1,0,0,5,0,2016,39,9
431889291A9A5EEE,10608,16-Sep-16,1,1,0,60,60,78,0,0,1,0,0,6,0,2016,38,9
431889291A9A5EEE,10609,22-Jun-16,2,2,0,165.5,331,152,0,0,0,0,0,4,0,2016,26,6
431889291A9A5EEE,10610,29-Mar-16,1,1,0,60,60,29.9,0,0,0,0,0,3,0,2016,14,3
431889291A9A5EEE,10611,19-Oct-15,1,1,0,60,60,19,1,1,0,0,0,2,0,2015,43,10
431889291A9A5EEE,10612,22-Aug-15,2,2,0,50.5,101,107.9,0,0,1,0,0,7,1,2015,34,8
431889291A9A5EEE,10613,4-Mar-15,11,11,0,85.54545455,941,86.63333333,0,0,1,0,1,4,0,2015,10,3
431889291A9A5EEE,10614,5-Feb-15,3,3,0,46.33333333,139,34.9,0,0,1,0,1,5,0,2015,6,2
432FB987B75E4279,10615,25-Dec-16,1,1,0,60,60,64.4,0,0,1,0,0,1,1,2016,53,12
432FB987B75E4279,10616,10-Aug-16,1,1,0,60,60,,0,0,0,0,0,4,0,2016,33,8
432FB987B75E4279,10617,19-Jun-15,2,2,0,60,120,41.95,0,0,1,0,0,6,0,2015,25,6
4331213FF6E67471,10618,3-Feb-15,3,3,0,33.66666667,101,62,0,0,1,0,0,3,0,2015,6,2
4331213FF6E67471,10619,29-Jan-15,12,12,0,163.6666667,1964,54.63636364,1,3,1,1,0,5,0,2015,5,1
433D25B46D255F56,10620,27-Sep-16,5,5,0,48,240,39.87,0,0,1,0,0,3,0,2016,40,9
433D25B46D255F56,10621,18-Sep-16,2,2,0,62,124,40.4,0,0,1,0,0,1,1,2016,39,9
433D25B46D255F56,10622,19-Aug-16,1,1,0,66,66,87.89,0,0,1,0,0,6,0,2016,34,8
433D25B46D255F56,10623,13-Sep-15,7,7,0,170,1190,75.12857143,0,0,1,0,0,1,1,2015,38,9
433D25B46D255F56,10624,3-Jul-15,2,2,0,49.5,99,43.9,1,1,0,0,0,6,0,2015,27,7
433D25B46D255F56,10625,1-Jul-15,1,1,0,60,60,59.9,0,0,1,0,0,4,0,2015,27,7
434A5A8FE0ED21D1,10626,10-Nov-15,6,6,0,40.66666667,244,49.62,1,2,1,1,0,3,0,2015,46,11
434E47D30BFE3E86,10627,10-Nov-16,13,13,0,175.6923077,2284,92.57142857,0,0,1,0,0,5,0,2016,46,11
434E47D30BFE3E86,10628,14-Aug-16,1,1,0,60,60,,0,0,0,0,0,1,1,2016,34,8
4363BB2517B8781A,10629,1-Aug-16,1,1,0,395,395,40.3,0,0,1,0,0,2,0,2016,32,8
4363BB2517B8781A,10630,28-Jul-16,5,5,0,233.6,1168,57.464,1,1,1,1,0,5,0,2016,31,7
4363BB2517B8781A,10631,12-Jan-15,1,1,0,121,121,108,1,1,1,1,0,2,0,2015,3,1
437A1C21345B3EF9,10632,10-Nov-16,3,3,0,255.6666667,767,85.66666667,1,2,1,1,0,5,0,2016,46,11
437A1C21345B3EF9,10633,2-Aug-16,1,1,0,60,60,57.8,0,0,0,0,0,3,0,2016,32,8
437A1C21345B3EF9,10634,11-Jun-16,6,6,0,129.3333333,776,49,1,5,1,1,0,7,1,2016,24,6
437A1C21345B3EF9,10635,1-Jun-16,1,1,0,60,60,57.8,0,0,1,0,0,4,0,2016,23,6
437A1C21345B3EF9,10636,10-Jun-15,1,1,0,1746,1746,59,0,0,1,0,0,4,0,2015,24,6
437A1C21345B3EF9,10637,4-Jun-15,1,1,0,2773,2773,88,1,1,1,1,0,5,0,2015,23,6
437A1C21345B3EF9,10638,1-Jun-15,3,3,0,68.66666667,206,40.26666667,1,1,1,1,0,2,0,2015,23,6
437B03729A20C988,10639,12-Dec-16,3,3,0,460,1380,81,0,0,1,0,0,2,0,2016,51,12
437B03729A20C988,10640,1-Nov-16,4,4,0,104.75,419,43.875,0,0,1,0,0,3,0,2016,45,11
437B03729A20C988,10641,29-Oct-16,3,3,0,40,120,50,0,0,1,0,0,7,1,2016,44,10
437B03729A20C988,10642,1-Apr-15,1,1,0,60,60,62,0,0,1,0,0,4,0,2015,14,4
437B03729A20C988,10643,28-Mar-15,4,4,0,80,320,54,1,1,1,1,1,7,1,2015,13,3
43873CB021EFFEB9,10644,24-Dec-16,1,1,0,60,60,63.5,0,0,0,0,0,7,1,2016,52,12
43873CB021EFFEB9,10645,12-Dec-16,1,1,0,60,60,86.9,0,0,0,0,0,2,0,2016,51,12
43873CB021EFFEB9,10646,5-Sep-16,9,9,0,140.3333333,1263,33.5,0,0,1,0,0,2,0,2016,37,9
438DC74E95274089,10647,11-Nov-16,8,8,0,119,952,61.06666667,1,2,1,0,0,6,0,2016,46,11
438DC74E95274089,10648,11-Nov-15,2,2,0,1003.5,2007,25,1,1,1,1,1,4,0,2015,46,11
438DC74E95274089,10649,8-Nov-15,1,1,0,60,60,,0,0,0,0,1,1,1,2015,46,11
43989C782BE971D7,10650,4-Oct-16,2,2,0,91,182,39.69,1,1,1,1,0,3,0,2016,41,10
439A56D82EC6115D,10651,21-Nov-16,1,1,0,60,60,,0,0,0,0,0,2,0,2016,48,11
439A56D82EC6115D,10652,12-Nov-16,1,1,0,60,60,69,0,0,0,0,0,7,1,2016,46,11
439A56D82EC6115D,10653,26-Jan-15,10,10,0,380.6,3806,63.94444444,1,1,1,1,1,2,0,2015,5,1
43A70E63DBD22DA0,10654,25-Aug-16,1,1,0,180,180,53,0,0,1,0,0,5,0,2016,35,8
43A9C7687104114B,10655,9-Nov-16,2,2,0,30.5,61,29.45,0,0,0,0,0,4,0,2016,46,11
43A9C7687104114B,10656,5-Nov-16,1,1,0,60,60,100,0,0,1,0,0,7,1,2016,45,11
43A9C7687104114B,10657,1-Nov-16,1,1,0,179,179,99,0,0,1,0,0,3,0,2016,45,11
43A9C7687104114B,10658,9-Sep-16,1,1,0,237,237,99,0,0,1,0,0,6,0,2016,37,9
43A9C7687104114B,10659,6-Mar-15,1,1,0,60,60,,0,0,0,0,0,6,0,2015,10,3
43B9CAC1657B4237,10660,6-Oct-16,1,1,0,60,60,21.76,0,0,0,0,0,5,0,2016,41,10
43B9CAC1657B4237,10661,11-Jun-16,1,1,0,60,60,28,0,0,1,0,0,7,1,2016,24,6
43B9CAC1657B4237,10662,12-May-16,1,1,0,120,120,116.5,0,0,0,0,0,5,0,2016,20,5
43BF481A06105D7A,10663,28-Dec-16,5,5,0,47.4,237,43.42,0,0,1,0,0,4,0,2016,53,12
43BF481A06105D7A,10664,26-Dec-16,1,1,0,117,117,65.9,0,0,0,0,0,2,0,2016,53,12
43BF481A06105D7A,10665,19-Dec-16,1,1,0,60,60,59,0,0,0,0,0,2,0,2016,52,12
43BF481A06105D7A,10666,11-Dec-16,1,1,0,115,115,0,0,0,0,0,0,1,1,2016,51,12
43BF481A06105D7A,10667,10-Dec-16,2,2,0,60,120,52.85,0,0,0,0,0,7,1,2016,50,12
43BF481A06105D7A,10668,17-Nov-16,2,2,0,60.5,121,76.4,0,0,0,0,0,5,0,2016,47,11
43BF481A06105D7A,10669,7-Nov-16,1,1,0,60,60,65.9,0,0,1,0,0,2,0,2016,46,11
43BF481A06105D7A,10670,1-Nov-16,4,4,0,44.75,179,41.35,0,0,1,0,0,3,0,2016,45,11
43BF481A06105D7A,10671,16-Oct-16,1,1,0,60,60,,0,0,0,0,0,1,1,2016,43,10
43BF481A06105D7A,10672,15-Oct-16,1,1,0,118,118,,0,0,0,0,0,7,1,2016,42,10
43BF481A06105D7A,10673,25-Aug-16,8,8,0,210.625,1685,48.6925,1,1,1,1,0,5,0,2016,35,8
43BF481A06105D7A,10674,19-Apr-16,10,10,0,41.7,417,53.81,0,0,1,0,0,3,0,2016,17,4
43BF481A06105D7A,10675,12-Dec-15,1,1,0,95,95,39.9,1,1,1,1,0,7,1,2015,50,12
43BF481A06105D7A,10676,28-Jun-15,1,1,0,60,60,59.9,0,0,1,0,0,1,1,2015,27,6
43BF481A06105D7A,10677,16-Jun-15,11,11,0,30.72727273,338,60.97545455,0,0,1,0,0,3,0,2015,25,6
43BF481A06105D7A,10678,13-May-15,2,2,0,234,468,48.615,1,1,1,1,0,4,0,2015,20,5
43BF481A06105D7A,10679,26-Apr-15,1,1,0,60,60,57.8,0,0,1,0,0,1,1,2015,18,4
43C4BD5D9BC710C4,10680,4-Mar-16,6,6,0,114.3333333,686,51.64,0,0,1,0,0,6,0,2016,10,3
43C76A8F1FCE5CF4,10681,12-Nov-16,1,1,0,60,60,,0,0,0,0,0,7,1,2016,46,11
43C76A8F1FCE5CF4,10682,9-Nov-16,1,1,0,240,240,,0,0,0,0,0,4,0,2016,46,11
43C76A8F1FCE5CF4,10683,15-Oct-16,1,1,0,60,60,,0,0,0,0,0,7,1,2016,42,10
43C76A8F1FCE5CF4,10684,10-Jun-15,1,1,0,60,60,39,0,0,1,0,0,4,0,2015,24,6
43CE6CC3BAFD8467,10685,29-Nov-15,2,2,0,42,84,42.845,0,0,1,0,0,1,1,2015,49,11
43CE6CC3BAFD8467,10686,25-Nov-15,3,3,0,32,96,62.76,0,0,1,0,0,4,0,2015,48,11
43CE6CC3BAFD8467,10687,22-Nov-15,3,3,0,407,1221,61.05166667,0,0,1,0,0,1,1,2015,48,11
43CE6CC3BAFD8467,10688,5-Sep-15,1,1,0,67,67,231.8,0,0,1,0,0,7,1,2015,36,9
43CE6CC3BAFD8467,10689,4-Aug-15,1,1,0,79,79,49.9,0,0,1,0,0,3,0,2015,32,8
43CE6CC3BAFD8467,10690,11-Jul-15,1,1,0,60,60,79.8,0,0,1,0,0,7,1,2015,28,7
43CE6CC3BAFD8467,10691,4-May-15,1,1,0,189,189,79.8,1,1,1,1,1,2,0,2015,19,5
43CE6CC3BAFD8467,10692,8-Mar-15,1,1,0,60,60,79.8,0,0,1,0,1,1,1,2015,11,3
43D88B15188BCDF2,10693,18-Aug-16,1,1,0,64,64,,0,0,0,0,0,5,0,2016,34,8
43D88B15188BCDF2,10694,16-Aug-16,1,1,0,60,60,57.8,0,0,0,0,0,3,0,2016,34,8
43D88B15188BCDF2,10695,22-Feb-16,6,6,0,173.5,1041,62.44166667,1,2,1,1,0,2,0,2016,9,2
43D88B15188BCDF2,10696,21-Feb-16,6,6,0,140.5,843,47.26666667,0,0,1,0,0,1,1,2016,9,2
43D88B15188BCDF2,10697,27-Oct-15,1,1,0,60,60,92.9,0,0,1,0,0,3,0,2015,44,10
43D88B15188BCDF2,10698,21-Apr-15,1,1,0,60,60,75.9,0,0,1,0,0,3,0,2015,17,4
43D88B15188BCDF2,10699,4-Apr-15,1,1,0,123,123,92.9,0,0,1,0,1,7,1,2015,14,4
43E2B0B6D856E10D,10700,12-Nov-16,1,1,0,60,60,98,0,0,1,0,0,7,1,2016,46,11
43E2B0B6D856E10D,10701,2-Nov-16,2,2,0,928.5,1857,76,1,1,1,1,0,4,0,2016,45,11
43E2B0B6D856E10D,10702,1-Oct-16,2,2,0,90,180,164,0,0,0,0,0,7,1,2016,40,10
43E2B0B6D856E10D,10703,6-Sep-16,7,7,0,77.14285714,540,159,0,0,1,0,0,3,0,2016,37,9
43E2B0B6D856E10D,10704,31-Mar-15,1,1,0,121,121,329,0,0,0,0,0,3,0,2015,14,3
43E45A6F6BF73C91,10705,8-Jul-15,1,1,0,128,128,136.9,0,0,1,0,0,4,0,2015,28,7
43E45A6F6BF73C91,10706,4-Jul-15,6,6,0,369.8333333,2219,137.66,0,0,1,0,0,7,1,2015,27,7
43E45A6F6BF73C91,10707,24-Jun-15,2,2,0,1586.5,3173,68.45,0,0,1,0,0,4,0,2015,26,6
43E45A6F6BF73C91,10708,21-Jun-15,3,3,0,375.3333333,1126,55.71,0,0,1,0,0,1,1,2015,26,6
43E45A6F6BF73C91,10709,18-Jun-15,4,4,0,543,2172,81.15,1,1,1,1,0,5,0,2015,25,6
43E45A6F6BF73C91,10710,17-Jun-15,1,1,0,60,60,59,0,0,0,0,0,4,0,2015,25,6
43E45A6F6BF73C91,10711,14-Jun-15,1,1,0,60,60,71.8,0,0,0,0,0,1,1,2015,25,6
43E45A6F6BF73C91,10712,11-Jun-15,6,6,0,91.5,549,55.73833333,0,0,1,0,0,5,0,2015,24,6
43E45A6F6BF73C91,10713,3-Jun-15,1,1,0,60,60,39.9,0,0,1,0,0,4,0,2015,23,6
43E99512C134B10C,10714,13-Dec-16,4,4,0,97.5,390,65.9,0,0,1,0,0,3,0,2016,51,12
43E99512C134B10C,10715,12-Dec-16,3,3,0,43,129,31.66666667,0,0,0,0,0,2,0,2016,51,12
43E99512C134B10C,10716,11-Dec-16,1,1,0,60,60,25,0,0,0,0,0,1,1,2016,51,12
43E99512C134B10C,10717,10-Dec-16,9,9,0,71,639,86.11111111,0,0,1,0,0,7,1,2016,50,12
43E99512C134B10C,10718,6-Dec-16,13,13,1,178.8461539,2325,58.86923077,1,1,1,1,0,3,0,2016,50,12
43E99512C134B10C,10719,4-Dec-16,2,2,0,49,98,62,0,0,1,0,0,1,1,2016,50,12
43E99512C134B10C,10720,23-Oct-16,1,1,0,60,60,,0,0,0,0,0,1,1,2016,44,10
43E99512C134B10C,10721,16-Oct-16,18,18,0,85.11111111,1532,40.56611111,1,3,1,1,0,1,1,2016,43,10
43E99512C134B10C,10722,10-Oct-16,7,7,0,43.85714286,307,81.12857143,0,0,1,0,0,2,0,2016,42,10
43E99512C134B10C,10723,6-Oct-16,11,11,0,97.63636364,1074,111.18,0,0,1,0,0,5,0,2016,41,10
43E99512C134B10C,10724,28-Sep-16,13,13,0,323.3846154,4204,72.75,0,0,1,0,0,4,0,2016,40,9
